,Order_Number,Order_Date,Customer_Names,Channel,Product_Name,Order_Quantity,Unit_Price,Line_Total,Total_Unit_Cost,State_Code,County,State,Region,Latitude,Longitude,2017_Budgets
3601,SO - 000118,2014-03-27,Actavis Company,Export,Product 17,12,984.9,11818.8,393.96000000000004,CA,Sacramento County,California,West,38.60336,-121.38005,
3602,SO - 0001157,2014-03-27,Vinte Group,Export,Product 28,12,2237.8,26853.600000000002,1118.9,CA,Alameda County,California,West,37.66882,-122.0808,
3603,SO - 0001307,2014-03-27,Aldi Ltd,Export,Product 11,12,6371.7,76460.4,4460.19,OK,Canadian County/Pottawatomie County/Oklahoma County/Cleveland County,Oklahoma,South,35.46708,-97.51366,
3604,SO - 0002403,2014-03-27,CARDINAL Group,Distributor,Product 13,12,884.4,10612.8,619.0799999999999,NY,Monroe County,New York,Northeast,43.2134,-77.57972,
3605,SO - 0003810,2014-03-27,Pacific Ltd,Wholesale,Product 26,12,3946.3,47355.600000000006,1617.983,NC,Guilford County,North Carolina,South,36.07264,-79.79198,
3606,SO - 0004704,2014-03-27,Cadila Ltd,Distributor,Product 9,8,1212.7,9701.6,933.7790000000001,TX,Hidalgo County,Texas,South,26.30174,-98.16334,
3607,SO - 0007579,2014-03-27,NCS Group,Wholesale,Product 17,12,931.3000000000001,11175.6,651.91,PA,Philadelphia County,Pennsylvania,Northeast,39.95234,-75.16379,
3608,SO - 0009632,2014-03-27,Johnson Ltd,Wholesale,Product 14,6,1065.3,6391.799999999999,745.7099999999999,TN,Shelby County,Tennessee,South,35.14953,-90.04898,
3609,SO - 0010651,2014-03-27,Skinder Group,Wholesale,Product 20,9,1139.0,10251.0,592.28,CA,Alameda County,California,West,37.6941,-122.08635,
3610,SO - 000219,2014-03-27,Neutrogena Ltd,Export,Product 13,8,1748.7,13989.6,1101.681,OR,Jackson County,Oregon,West,42.32652,-122.87559,
3611,SO - 0003595,2014-03-27,Vimbo Company,Distributor,Product 2,6,2586.2000000000003,15517.2,2172.4080000000004,TX,Harris County,Texas,South,29.69106,-95.2091,
3612,SO - 0006718,2014-03-27,Realcube Company,Export,Product 20,8,917.9,7343.2,541.5609999999999,CA,Riverside County,California,West,33.49364,-117.14836,
3613,SO - 0006837,2014-03-27,WOCKHARDT Group,Distributor,Product 26,10,187.6,1876.0,75.04,MA,Middlesex County,Massachusetts,Northeast,42.33704,-71.20922,
3614,SO - 0006908,2014-03-27,Realbuzz Ltd,Distributor,Product 14,6,2485.7000000000003,14914.2,1715.133,WI,Brown County,Wisconsin,Midwest,44.51916,-88.01983,
3615,SO - 0009210,2014-03-27,Snaptags Ltd,Wholesale,Product 22,8,1829.1000000000001,14632.800000000001,1006.0050000000001,MO,Boone County,Missouri,Midwest,38.95171,-92.33407,
3616,SO - 0009962,2014-03-27,Kaymbo Company,Wholesale,Product 1,6,3819.0,22914.0,2253.21,MA,Middlesex County,Massachusetts,Northeast,42.4251,-71.06616,
3617,SO - 0006683,2014-03-27,Terumo Corp,Wholesale,Product 8,9,3879.3,34913.700000000004,3219.819,CA,Contra Costa County,California,West,38.02798,-121.88468,
3618,SO - 0006763,2014-03-27,Aibox Company,Wholesale,Product 19,10,2700.1,27001.0,1755.065,IN,Hamilton County,Indiana,Midwest,39.96548,-86.14837,
3619,SO - 0009728,2014-03-27,Bath Group,Distributor,Product 3,12,3845.8,46149.600000000006,2076.7320000000004,MA,Essex County,Massachusetts,Northeast,42.52787,-70.92866,
3620,SO - 0004029,2014-03-27,Jaxbean Group,Wholesale,Product 26,7,2646.5,18525.5,1402.645,RI,Kent County,Rhode Island,Northeast,41.7001,-71.41617,
3621,SO - 0006228,2014-03-27,Gigabox Group,Wholesale,Product 30,8,5406.900000000001,43255.200000000004,4217.3820000000005,IL,Kendall County/Kane County/Will County/DuPage County,Illinois,Midwest,41.76346,-88.2901,
3622,SO - 0007924,2014-03-27,SUPERVALU Ltd,Export,Product 15,10,268.0,2680.0,217.08,NV,Clark County,Nevada,West,36.09719,-115.14666,
3623,SO - 0008017,2014-03-27,Revitol Company,Wholesale,Product 25,7,1829.1000000000001,12803.7,749.931,CA,Orange County,California,West,33.74557,-117.86783,
3624,SO - 0009004,2014-03-27,Yombu Corp,Distributor,Product 25,9,1132.3,10190.699999999999,713.3489999999999,CA,Sacramento County,California,West,38.49602,-121.40884,
3625,SO - 0001899,2014-03-27,Golden Corp,Wholesale,Product 29,11,1105.5,12160.5,442.20000000000005,IN,Lake County,Indiana,Midwest,41.61329,-87.47085,
3626,SO - 0002004,2014-03-27,Quimm Company,Wholesale,Product 15,8,917.9,7343.2,596.635,CA,Sacramento County,California,West,38.67796,-121.17606,
3627,SO - 0004690,2014-03-27,Jaxbean Group,Distributor,Product 26,9,1011.7,9105.300000000001,526.0840000000001,CT,Fairfield County,Connecticut,Northeast,41.1176,-73.4079,
3628,SO - 0006017,2014-03-27,Cogilith Group,Export,Product 20,5,1775.5,8877.5,1296.115,MN,Dakota County,Minnesota,Midwest,44.80413,-93.16689,
3629,SO - 0007619,2014-03-27,Kare Corp,Distributor,Product 25,5,167.5,837.5,142.375,OR,Washington County,Oregon,West,45.49428,-122.86705,
3630,SO - 0009069,2014-03-27,Epic Group,Distributor,Product 28,5,268.0,1340.0,184.92,NC,Davidson County/Randolph County/Forsyth County/Guilford County,North Carolina,South,35.98998,-79.99047,
3631,SO - 0009292,2014-03-27,Yodoo Ltd,Wholesale,Product 18,7,904.5,6331.5,524.61,FL,Miami-Dade County,Florida,South,25.72149,-80.26838,
3632,SO - 000339,2014-03-27,Podcat Corp,Wholesale,Product 6,8,1139.0,9112.0,740.35,MA,Suffolk County,Massachusetts,Northeast,42.35843,-71.05977,
3633,SO - 0001570,2014-03-27,Kare Corp,Distributor,Product 27,8,3912.8,31302.4,1956.4,GA,Dougherty County,Georgia,South,31.57851,-84.15574,
3634,SO - 0002907,2014-03-27,Gigabox Group,Wholesale,Product 30,7,3832.4,26826.8,2912.6240000000003,IL,McLean County,Illinois,Midwest,40.4842,-88.99369,
3635,SO - 0003420,2014-03-27,Camido Company,Distributor,Product 1,5,3993.2000000000003,19966.0,2515.7160000000003,CT,Hartford County,Connecticut,Northeast,41.77524,-72.52443,
3636,SO - 0005554,2014-03-27,Mita Corp,Export,Product 7,9,187.6,1688.3999999999999,95.676,IL,Kane County,Illinois,Midwest,41.76887,-88.31893,
3637,SO - 0005587,2014-03-27,Roomm Company,Export,Product 18,6,2572.8,15436.800000000001,2186.88,OH,Greene County/Montgomery County,Ohio,Midwest,39.69599,-84.15044,
3638,SO - 0006414,2014-03-27,H Ltd,Wholesale,Product 2,11,924.6,10170.6,591.744,IA,Plymouth County/Woodbury County,Iowa,Midwest,42.49567,-96.39053,
3639,SO - 0006687,2014-03-27,Skajo Ltd,Wholesale,Product 1,9,1031.8,9286.199999999999,804.804,NJ,Middlesex County,New Jersey,Northeast,40.48622,-74.45182,
3640,SO - 0006775,2014-03-27,State Ltd,Wholesale,Product 25,10,1045.2,10452.0,679.3800000000001,CA,San Bernardino County,California,West,34.06334,-117.65089,
3641,SO - 0006796,2014-03-27,Brightdog Corp,Wholesale,Product 3,10,5735.2,57352.0,4416.104,KS,Sedgwick County,Kansas,Midwest,37.69224,-97.33754,
3642,SO - 0010347,2014-03-27,Voolith Ltd,Wholesale,Product 6,12,844.2,10130.400000000001,379.89000000000004,IL,McLean County,Illinois,Midwest,40.5142,-88.99063,
3643,SO - 000962,2014-03-28,Neutrogena Ltd,Wholesale,Product 4,9,837.5,7537.5,644.875,VA,Harrisonburg city,Virginia,South,38.44957,-78.86892,
3644,SO - 0001044,2014-03-28,Mylan Corp,Distributor,Product 15,9,5272.900000000001,47456.100000000006,3005.553,IA,Plymouth County/Woodbury County,Iowa,Midwest,42.49567,-96.39053,
3645,SO - 0009076,2014-03-28,Blogspan Ltd,Distributor,Product 17,12,5822.3,69867.6,4599.617,CA,Santa Clara County,California,West,37.42827,-121.90662,
3646,SO - 0010158,2014-03-28,Zoovu Corp,Export,Product 7,10,891.1,8911.0,561.393,WA,Snohomish County,Washington,West,47.97898,-122.20208,
3647,SO - 0010294,2014-03-28,Talane Group,Wholesale,Product 26,12,3906.1,46873.2,2968.636,MO,St. Louis County,Missouri,Midwest,38.78922,-90.32261,
3648,SO - 000687,2014-03-28,Aromaticos Company,Distributor,Product 29,7,1139.0,7973.0,649.2299999999999,NY,Westchester County,New York,Northeast,40.9126,-73.83708,
3649,SO - 0001315,2014-03-28,Amerisourc Corp,Export,Product 17,7,2472.3,17306.100000000002,1310.3190000000002,UT,Utah County,Utah,West,40.39162,-111.85077,
3650,SO - 0002947,2014-03-28,Pixoboo Corp,Wholesale,Product 15,8,2432.1,19456.8,972.84,WI,Milwaukee County,Wisconsin,Midwest,43.01668,-88.00703,
3651,SO - 0003443,2014-03-28,Dynazzy Company,Distributor,Product 26,11,6385.1,70236.1,4661.1230000000005,IL,DuPage County,Illinois,Midwest,41.86177,-87.9761,
3652,SO - 0005267,2014-03-28,Voolith Ltd,Wholesale,Product 17,6,2345.0,14070.0,1195.95,NJ,Middlesex County,New Jersey,Northeast,40.50677,-74.26542,
3653,SO - 0005806,2014-03-28,Arbor Company,Distributor,Product 26,6,2278.0,13668.0,1321.24,VA,Fairfax County,Virginia,South,38.96872,-77.3411,
3654,SO - 0006264,2014-03-28,Eire Corp,Export,Product 3,9,2425.4,21828.600000000002,1115.6840000000002,LA,Calcasieu Parish,Louisiana,South,30.22659,-93.21738,
3655,SO - 0006347,2014-03-28,Skyvu Group,Export,Product 15,11,1125.6000000000001,12381.600000000002,529.032,CT,New Haven County,Connecticut,Northeast,41.53815,-72.80704,
3656,SO - 0007159,2014-03-28,Bluezoom Group,Wholesale,Product 4,7,938.0,6566.0,384.58,IL,Cook County,Illinois,Midwest,42.08836,-87.98063,
3657,SO - 0008689,2014-03-28,SEINDNI Corp,Wholesale,Product 22,8,911.2,7289.6,610.504,CA,Orange County,California,West,33.83529,-117.9145,
3658,SO - 0001814,2014-03-28,Nexus Group,Wholesale,Product 14,11,214.4,2358.4,135.072,CA,Riverside County,California,West,33.55391,-117.21392,
3659,SO - 0002814,2014-03-28,Army Group,Wholesale,Product 26,7,1701.8,11912.6,748.792,CA,Sonoma County,California,West,38.23242,-122.63665,
3660,SO - 0005406,2014-03-28,Realbridge Corp,Distributor,Product 4,10,2278.0,22780.0,1526.26,TX,Dallas County,Texas,South,32.81402,-96.94889,
3661,SO - 0006207,2014-03-28,Voolith Ltd,Distributor,Product 14,6,1695.1000000000001,10170.6,1373.0310000000002,CO,Arapahoe County,Colorado,West,39.57916,-104.87692,
3662,SO - 0010743,2014-03-28,Buzzshare Company,Wholesale,Product 25,9,1132.3,10190.699999999999,622.765,NM,Bernalillo County,New Mexico,West,35.08449,-106.65114,
3663,SO - 0001316,2014-03-28,Brainspher Ltd,Wholesale,Product 6,9,2385.2000000000003,21466.800000000003,1025.6360000000002,CA,San Mateo County,California,West,37.56299,-122.32553,
3664,SO - 0003486,2014-03-28,Fivechat Company,Wholesale,Product 4,12,167.5,2010.0,142.375,NJ,Somerset County,New Jersey,Northeast,40.47687,-74.55045,
3665,SO - 0003911,2014-03-28,Talane Group,Wholesale,Product 2,6,1045.2,6271.200000000001,825.7080000000001,IL,Will County,Illinois,Midwest,41.5136,-87.84645,
3666,SO - 0005758,2014-03-28,Topiczoom Corp,Wholesale,Product 17,11,5266.2,57928.2,4212.96,ND,Burleigh County,North Dakota,Midwest,46.80833,-100.78374,
3667,SO - 0006815,2014-03-28,Wordware Company,Distributor,Product 21,8,3557.7000000000003,28461.600000000002,1600.9650000000001,AZ,Pinal County,Arizona,West,32.8795,-111.75735,
3668,SO - 0006840,2014-03-28,Geiss Company,Distributor,Product 2,7,2606.3,18244.100000000002,1329.2130000000002,FL,Seminole County,Florida,South,28.80055,-81.27312,
3669,SO - 0007859,2014-03-28,Voonyx Group,Export,Product 20,9,3979.8,35818.200000000004,2865.456,CO,Jefferson County,Colorado,West,39.70471,-105.08137,
3670,SO - 0009677,2014-03-28,Omba Group,Distributor,Product 5,8,757.1,6056.8,499.68600000000004,CA,Tulare County,California,West,36.06523,-119.01677,
3671,SO - 000342,2014-03-28,Eire Corp,Wholesale,Product 20,9,2479.0,22311.0,1859.25,WA,Pierce County,Washington,West,47.25288,-122.44429,
3672,SO - 0001773,2014-03-28,Gigabox Group,Export,Product 3,7,1018.4,7128.8,835.088,IL,Cook County,Illinois,Midwest,41.88716,-87.78994,
3673,SO - 0002927,2014-03-28,Zooxo Ltd,Wholesale,Product 25,8,1869.3,14954.4,1196.352,CA,Ventura County,California,West,34.17056,-118.8375,
3674,SO - 0003193,2014-03-28,Blogspan Ltd,Distributor,Product 25,8,1152.4,9219.2,460.96000000000004,NJ,Monmouth County,New Jersey,Northeast,40.40709,-74.06984,
3675,SO - 0003517,2014-03-28,Natures Group,Export,Product 29,10,1112.2,11122.0,934.248,FL,Lee County,Florida,South,26.62535,-81.6248,
3676,SO - 0005558,2014-03-28,GOOD Ltd,Distributor,Product 26,10,1721.9,17219.0,774.855,SC,Berkeley County/Charleston County,South Carolina,South,32.81793,-79.95896,
3677,SO - 0010448,2014-03-28,Zoonder Group,Wholesale,Product 8,10,3959.7000000000003,39597.0,3088.5660000000003,CA,Orange County,California,West,33.87029,-117.92534,
3678,SO - 0009446,2014-03-28,American Corp,Distributor,Product 16,12,2010.0,24120.0,824.0999999999999,AR,Washington County,Arkansas,South,36.06258,-94.15743,
3679,SO - 0009725,2014-03-28,Cogilith Group,Distributor,Product 5,12,2345.0,28140.0,1031.8,NJ,Hudson County,New Jersey,Northeast,40.66871,-74.11431,
3680,SO - 0010709,2014-03-28,Remedy Ltd,Wholesale,Product 6,12,2579.5,30954.0,1212.365,CA,Alameda County,California,West,37.70215,-121.93579,
3681,SO - 000602,2014-03-28,WOONSOCKET Corp,Wholesale,Product 16,12,1058.6000000000001,12703.2,645.7460000000001,MI,Macomb County,Michigan,Midwest,42.6731,-83.03656,
3682,SO - 0003123,2014-03-28,The Ltd,Wholesale,Product 15,12,5313.1,63757.200000000004,4091.0870000000004,CA,Santa Clara County,California,West,37.323,-122.03218,
3683,SO - 0004978,2014-03-28,Quaxo Ltd,Distributor,Product 5,10,1011.7,10117.0,667.7220000000001,WA,King County,Washington,West,47.32232,-122.31262,
3684,SO - 0009403,2014-03-28,Deseret Group,Distributor,Product 13,9,971.5,8743.5,709.1949999999999,CA,Sacramento County,California,West,38.49602,-121.40884,
3685,SO - 000821,2014-03-29,Gigabox Group,Distributor,Product 1,9,247.9,2231.1,151.219,CO,Larimer County,Colorado,West,40.58526,-105.08442,
3686,SO - 0001352,2014-03-29,Cogidoo Company,Wholesale,Product 2,11,1721.9,18940.9,792.0740000000001,IL,Will County,Illinois,Midwest,41.59381,-88.19968,
3687,SO - 0003242,2014-03-29,Buzzshare Company,Wholesale,Product 29,7,2827.4,19791.8,1781.2620000000002,CT,Hartford County,Connecticut,Northeast,41.76593,-72.68158,
3688,SO - 0004064,2014-03-29,Realbuzz Ltd,Distributor,Product 26,8,6559.3,52474.4,4132.359,CA,Shasta County,California,West,40.58654,-122.39168,
3689,SO - 0004195,2014-03-29,NCS Group,Distributor,Product 26,10,3986.5,39865.0,2710.82,IL,Cook County,Illinois,Midwest,42.02803,-88.20364,
3690,SO - 0004341,2014-03-29,Brainspher Ltd,Distributor,Product 25,6,3986.5,23919.0,3109.4700000000003,TX,Kaufman County/Dallas County,Texas,South,32.76288,-96.58877,
3691,SO - 0005931,2014-03-29,Gigabox Group,Wholesale,Product 25,11,1139.0,12529.0,933.9799999999999,CA,Madera County,California,West,36.96134,-120.06072,
3692,SO - 0006316,2014-03-29,Muxo Group,Wholesale,Product 17,6,1319.9,7919.400000000001,989.9250000000001,CA,Riverside County,California,West,33.78252,-117.22865,
3693,SO - 0009953,2014-03-29,Vimbo Company,Wholesale,Product 25,9,1762.1000000000001,15858.900000000001,792.945,UT,Utah County,Utah,West,40.2969,-111.69465,
3694,SO - 0001363,2014-03-29,Browsebug Company,Export,Product 25,10,964.8000000000001,9648.0,762.1920000000001,CA,Placer County,California,West,38.75212,-121.28801,
3695,SO - 0001867,2014-03-29,Browsebug Company,Wholesale,Product 1,12,2566.1,30793.199999999997,1693.626,CA,San Diego County,California,West,32.67806,-117.09917,
3696,SO - 0005387,2014-03-29,Fivebridge Ltd,Wholesale,Product 18,12,3082.0,36984.0,1356.08,TX,Tarrant County,Texas,South,32.8343,-97.2289,
3697,SO - 0006093,2014-03-29,Mita Corp,Wholesale,Product 3,11,6177.400000000001,67951.40000000001,5065.468,KS,Riley County/Pottawatomie County,Kansas,Midwest,39.18831,-96.60586,
3698,SO - 0007129,2014-03-29,Roomm Company,Wholesale,Product 5,12,1072.0,12864.0,846.88,CA,San Diego County,California,West,33.03699,-117.29198,
3699,SO - 0008821,2014-03-29,Blogtags Ltd,Wholesale,Product 17,7,2398.6,16790.2,1439.1599999999999,MN,Hennepin County,Minnesota,Midwest,44.97997,-93.26384,
3700,SO - 0010138,2014-03-29,Yodoo Ltd,Wholesale,Product 2,10,1835.8,18358.0,1321.7759999999998,AL,Lee County,Alabama,South,32.60986,-85.48078,
3701,SO - 000121,2014-03-29,Skiptube Ltd,Export,Product 6,8,2278.0,18224.0,1754.06,OH,Montgomery County,Ohio,Midwest,39.62657,-84.26395,
3702,SO - 000420,2014-03-29,Cantrell Company,Export,Product 15,8,1038.5,8308.0,560.7900000000001,TX,Brazos County,Texas,South,30.62798,-96.33441,
3703,SO - 0001013,2014-03-29,Kare Corp,Wholesale,Product 26,6,1065.3,6391.799999999999,852.24,NJ,Passaic County,New Jersey,Northeast,40.91677,-74.17181,
3704,SO - 0001104,2014-03-29,Cogilith Group,Wholesale,Product 26,11,1909.5,21004.5,1336.6499999999999,NC,Guilford County,North Carolina,South,36.07264,-79.79198,
3705,SO - 0006245,2014-03-29,BB17 Company,Wholesale,Product 13,9,998.3000000000001,8984.7,718.7760000000001,GA,DeKalb County,Georgia,South,33.85844,-84.3402,
3706,SO - 0007264,2014-03-29,Remedy Ltd,Wholesale,Product 2,10,268.0,2680.0,211.72,NY,Nassau County,New York,Northeast,40.80049,-73.51056,
3707,SO - 0008479,2014-03-29,Buzzshare Company,Wholesale,Product 25,9,268.0,2412.0,136.68,KS,Shawnee County,Kansas,Midwest,39.04833,-95.67804,
3708,SO - 0010780,2014-03-29,ALK-Abello Ltd,Distributor,Product 2,7,3886.0,27202.0,2914.5,WI,Waukesha County,Wisconsin,Midwest,43.01168,-88.23148,
3709,SO - 0001132,2014-03-29,Cogilith Group,Export,Product 9,12,6070.2,72842.4,3277.908,CO,Adams County,Colorado,West,39.80832,-104.93387,
3710,SO - 0007009,2014-03-29,Zooxo Ltd,Wholesale,Product 17,6,1038.5,6231.0,664.64,OH,Hamilton County,Ohio,Midwest,39.162,-84.45689,
3711,SO - 0007074,2014-03-29,Fred's Company,Wholesale,Product 1,10,247.9,2479.0,205.757,OK,Garfield County,Oklahoma,South,36.39559,-97.87839,
3712,SO - 0007267,2014-03-29,American Corp,Distributor,Product 14,10,1695.1000000000001,16951.0,1440.835,IL,Cook County,Illinois,Midwest,42.02803,-88.20364,
3713,SO - 0008492,2014-03-29,Aromaticos Company,Distributor,Product 22,10,1902.8,19028.0,1046.54,IL,Cook County,Illinois,Midwest,42.02911,-88.08951,
3714,SO - 0004478,2014-03-29,WOONSOCKET Corp,Wholesale,Product 25,8,750.4,6003.2,637.8399999999999,TN,Hawkins County/Sullivan County,Tennessee,South,36.51989,-82.54464,
3715,SO - 0005038,2014-03-29,H Ltd,Wholesale,Product 6,10,1735.3,17353.0,1145.298,MD,Prince George's County,Maryland,South,38.94278,-76.73028,
3716,SO - 0005180,2014-03-29,WOONSOCKET Corp,Distributor,Product 15,9,2693.4,24240.600000000002,2289.39,ID,Bonneville County,Idaho,West,43.46658,-112.03414,
3717,SO - 0005811,2014-03-29,Shuffledri Group,Distributor,Product 16,10,3966.4,39664.0,2895.472,AL,Tuscaloosa County,Alabama,South,33.20984,-87.56917,
3718,SO - 0007343,2014-03-29,American Corp,Export,Product 4,10,1132.3,11323.0,452.92,CA,Los Angeles County,California,West,34.00944,-118.10528,
3719,SO - 0009883,2014-03-29,Gabvine Ltd,Export,Product 28,5,683.4,3417.0,328.032,CA,Tulare County,California,West,36.33023,-119.29206,
3720,SO - 0008952,2014-03-29,Lazzy Group,Wholesale,Product 26,12,221.1,2653.2,172.458,FL,Polk County,Florida,South,28.03947,-81.9498,
3721,SO - 0009177,2014-03-29,Skyble Corp,Wholesale,Product 5,7,2499.1,17493.7,1074.613,TX,Smith County,Texas,South,32.35126,-95.30106,
3722,SO - 0002120,2014-03-29,Divanoodle Ltd,Wholesale,Product 9,5,201.0,1005.0,82.41,MA,Middlesex County,Massachusetts,Northeast,42.30791,-71.4362,
3723,SO - 0003047,2014-03-29,Topiczoom Corp,Wholesale,Product 25,9,3336.6,30029.399999999998,2769.3779999999997,NJ,Union County,New Jersey,Northeast,40.69527,-74.26908,
3724,SO - 0004051,2014-03-29,Skyble Corp,Wholesale,Product 13,8,1943.0,15544.0,1224.09,OK,Oklahoma County,Oklahoma,South,35.44951,-97.3967,
3725,SO - 0004898,2014-03-29,Tambee Company,Distributor,Product 14,12,797.3000000000001,9567.6,677.705,NJ,Passaic County,New Jersey,Northeast,40.85677,-74.12848,
3726,SO - 0006275,2014-03-29,Eire Corp,Wholesale,Product 15,9,3805.6,34250.4,1598.3519999999999,ND,Grand Forks County,North Dakota,Midwest,47.92526,-97.03285,
3727,SO - 0007671,2014-03-29,Viva Ltd,Wholesale,Product 16,7,2559.4,17915.8,1023.7600000000001,CA,San Diego County,California,West,33.14337,-117.16614,
3728,SO - 0008184,2014-03-29,Skidoo Company,Wholesale,Product 15,5,174.20000000000002,871.0000000000001,81.87400000000001,CA,San Bernardino County,California,West,34.42639,-117.30088,
3729,SO - 0009169,2014-03-29,Mylan Corp,Wholesale,Product 21,11,167.5,1842.5,118.925,VA,Fairfax County,Virginia,South,38.84039,-77.42888,
3730,SO - 0010419,2014-03-29,Alembic Ltd,Distributor,Product 14,7,1172.5,8207.5,949.725,OH,Delaware County/Franklin County/Fairfield County,Ohio,Midwest,39.98524,-82.98477,
3731,SO - 0002182,2014-03-30,ALK-Abello Ltd,Distributor,Product 30,6,1025.1000000000001,6150.6,563.8050000000002,MI,Oakland County,Michigan,Midwest,42.56923,-83.38727,
